1.050000000000000000e+02,4.017000000000000000e+03,6.337980750996329959e+01
1.060000000000000000e+02,3.763000000000000000e+03,6.134329629226000691e+01
1.070000000000000000e+02,3.534000000000000000e+03,5.944745579080739617e+01
1.080000000000000000e+02,3.531000000000000000e+03,5.942221806698231745e+01
1.090000000000000000e+02,3.294000000000000000e+03,5.739337940912697178e+01
1.100000000000000000e+02,3.292000000000000000e+03,5.737595315112420735e+01
1.110000000000000000e+02,3.079000000000000000e+03,5.548873759602032862e+01
1.120000000000000000e+02,2.954000000000000000e+03,5.435071296680477104e+01
1.130000000000000000e+02,2.859000000000000000e+03,5.346961754117940302e+01
1.140000000000000000e+02,2.755000000000000000e+03,5.248809388804284026e+01
1.150000000000000000e+02,2.571000000000000000e+03,5.070502933634887199e+01
1.160000000000000000e+02,2.505000000000000000e+03,5.004997502496879491e+01
1.170000000000000000e+02,2.449000000000000000e+03,4.948737212663449014e+01
1.180000000000000000e+02,2.336000000000000000e+03,4.833218389437828932e+01
1.190000000000000000e+02,2.270000000000000000e+03,4.764451699828638453e+01
1.200000000000000000e+02,2.254000000000000000e+03,4.747630988187687961e+01
1.210000000000000000e+02,2.167000000000000000e+03,4.655104724922952641e+01
1.220000000000000000e+02,1.930000000000000000e+03,4.393176527297759293e+01
1.230000000000000000e+02,2.002000000000000000e+03,4.474371464239418827e+01
1.240000000000000000e+02,1.993000000000000000e+03,4.464302857109942835e+01
1.250000000000000000e+02,1.976000000000000000e+03,4.445222154178573959e+01
1.260000000000000000e+02,1.927000000000000000e+03,4.389760813529593975e+01
1.270000000000000000e+02,1.799000000000000000e+03,4.241462012089699130e+01
1.280000000000000000e+02,1.691000000000000000e+03,4.112177038990417799e+01
1.290000000000000000e+02,1.588000000000000000e+03,3.984971769034255118e+01
1.300000000000000000e+02,1.557000000000000000e+03,3.945883931389771959e+01
1.310000000000000000e+02,1.452000000000000000e+03,3.810511776651529914e+01
1.320000000000000000e+02,1.430000000000000000e+03,3.781534080237807416e+01
1.330000000000000000e+02,1.383000000000000000e+03,3.718870796357410313e+01
1.340000000000000000e+02,1.330000000000000000e+03,3.646916505762094118e+01
1.350000000000000000e+02,1.294000000000000000e+03,3.597221149720989786e+01
1.360000000000000000e+02,1.274000000000000000e+03,3.569313659514949677e+01
1.370000000000000000e+02,1.239000000000000000e+03,3.519943181359608531e+01
1.380000000000000000e+02,1.201000000000000000e+03,3.465544690232691494e+01
1.390000000000000000e+02,1.184000000000000000e+03,3.440930106817050671e+01
1.400000000000000000e+02,1.127000000000000000e+03,3.357082066318903912e+01
1.410000000000000000e+02,1.076000000000000000e+03,3.280243893371345365e+01
1.420000000000000000e+02,1.050000000000000000e+03,3.240370349203929834e+01
1.430000000000000000e+02,1.015000000000000000e+03,3.185906464414798123e+01
1.440000000000000000e+02,9.270000000000000000e+02,3.044667469527665915e+01
1.450000000000000000e+02,9.450000000000000000e+02,3.074085229787879570e+01
1.460000000000000000e+02,9.180000000000000000e+02,3.029851481508623223e+01
1.470000000000000000e+02,9.000000000000000000e+02,3.000000000000000000e+01
1.480000000000000000e+02,8.850000000000000000e+02,2.974894956128703427e+01
1.490000000000000000e+02,8.180000000000000000e+02,2.860069929215018192e+01
1.500000000000000000e+02,7.920000000000000000e+02,2.814249455894057661e+01
1.510000000000000000e+02,8.060000000000000000e+02,2.839013913315677939e+01
1.520000000000000000e+02,7.460000000000000000e+02,2.731300056749532601e+01
1.530000000000000000e+02,7.040000000000000000e+02,2.653299832284319848e+01
1.540000000000000000e+02,7.230000000000000000e+02,2.688865931949750276e+01
1.550000000000000000e+02,6.580000000000000000e+02,2.565151067676131902e+01
1.560000000000000000e+02,6.970000000000000000e+02,2.640075756488817049e+01
1.570000000000000000e+02,6.740000000000000000e+02,2.596150997149434048e+01
1.580000000000000000e+02,6.240000000000000000e+02,2.497999199359359324e+01
1.590000000000000000e+02,6.450000000000000000e+02,2.539685019840058899e+01
